"Data Source","World Development Indicators",

"Last Updated Date","2017-02-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Malawi","MWI","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","49","64","64","58","50","49","60","79","82","84","81","85","91","87","83","90","90","87","90","82","73","81","69","77","80","82","85","83","88","92","93","96","90","88","85","87","",
"Malaysia","MYS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","11","23","20","35","68","61","61","70","80","82","81","95","97","97","98","96","97","96","95","94","93","95","96","95","95","95","95","95","95","95","95","94","93","",
"North America","NAC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","86","97","97","98","98","97","97","80.9002425081772","96.81055469016","93.3596034872498","89.9084257984781","87.4554797380064","84.0188328368326","85.116371476048","89.7440273021664","88.7388522521235","91.5494415069223","91.4474375791724","92.3494004904719","92.3404888674292","91.4154506857733","91.3222821828202","91.3169264883991","93.1559085667673","93.0773721174696","92.1551464310007","92.0768940239317","92.1610427001159","92.0827579755772","90.0849605047173","91.8264040373368","91.6433855507399","91.6233391699137","91.8207995830022","91.8203219256411","91.8203368139379","",
"Namibia","NAM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","76","71","70","68","61","59","64","65","69","58","68","70","70","73","63","69","73","76","75","74","76","82","83","85","",
"New Caledonia","NCL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","19","18","16","22","27","27","27","24","14","25","28","21","19","19","40","38","35","35","35","37","39","41","43","45","47","53","60","66","69","67","69","75","76","72","73","",
"Nigeria","NGA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","9","17","28","36","46","59","54","57","43","40","41","44","38","38","38","35","33","32","30","34","37","41","44","41","53","64","56","49","42","47","51","54","",
"Nicaragua","NIC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","15","20","40","41","56","59","51","47","63","63","82","54","83","84","84","85","85","86","91","87","86","99","98","93","84","96","99","99","99","99","99","99","99","99","99","99","",
"Netherlands","NLD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","91","91","92","92","92","92","93","93","94","94","94","94","95","94","94","94","96","96","96","96","96","95","95","96","96","95","96","96","96","96","96","96","96","96","96","95","",
"Norway","NOR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","80","80","90","87","87","87","84","87","94","96","93","94","92","92","93","91","90","88","90","87","86","89","90","92","92","93","93","93","93","94","93","94","95","",
"Nepal","NPL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","2","2","11","24","34","37","37","58","57","57","57","58","58","58","56","65","73","67","81","71","71","71","75","73","74","85","81","79","90","86","88","86","88","88","85","",
"Nauru","NRU","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","90","49","8","95","40","53","67","80","99","99","99","99","99","99","96","97","98","98","",
"New Zealand","NZL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","80","77","74","71","67","64","60","67","75","83","90","82","82","85","87","84","92","99","81","83","85","85","84","84","83","82","82","79","86","89","91","93","92","92","93","93","",
"OECD members","OED","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","57.82363592442","62.374104989367","65.0737612598621","62.8433837147171","66.1913110710425","75.5600494740581","76.7287224852483","73.2968485709508","81.9738098402352","84.8152153006873","82.1127602273164","83.111967526956","82.5847702646351","81.8646138547965","86.4420647201616","86.5786891529419","88.7294323405658","88.8440405033638","89.7134867633589","90.269075579617","91.3762285150248","91.9124305262023","91.6652849328545","91.6150603939671","92.2917368064827","92.883882149615","93.7846422971183","93.5340970994367","93.6507664525987","92.9469804659115","93.5865153656146","94.2108591449884","94.5267142080079","93.1488682863567","94.3373857164271","94.1452520295778","",
"Oman","OMN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","22","10","24","34","53","65","79","86","87","94","98","96","96","95","97","98","98","98","98","99","99","99","99","98","98","98","96","97","98","99","99","99","99","99","99","99","",
"Other small states","OSS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","58.0434220062814","66.2470514981542","70.6461425452572","72.5971911785687","78.0352551185901","80.9175413202602","77.0610105859314","76.8620057617813","77.3082685380269","78.0996455305362","76.7456686570859","73.6367642175008","74.6343305016181","75.8060551564796","75.4254323135682","77.3230021245792","76.0220501464619","77.4686112258838","79.0256992190107","79.9513082600381","79.7528447601133","79.3901690696876","80.527871693159","82.6310147954743","83.5790531150953","82.8366406298484","83.4190310874205","83.3800343543593","84.278257687471","83.6343809502135","83.1248593387839","",
"Pakistan","PAK","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","1","2","3","19","33","38","41","43","46","48","50","51","52","52","53","47","50","52","54","56","59","61","63","61","67","73","71","67","67","57","69","63","61","61","61","61","",
"Panama","PAN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","71","76","64","85","72","84","74","78","73","73","73","80","76","83","84","84","90","92","96","90","97","95","95","95","97","99","95","95","96","96","97","97","98","92","90","90","",
"Peru","PER","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","23","26","32","28","35","53","41","56","52","52","64","74","83","75","75","98","87","91","93","93","97","97","95","95","85","77","93","92","92","91","94","96","94","85","89","92","",
"Philippines","PHL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","9","27","44","49","51","67","77","83","85","83","81","78","75","72","76","79","80","80","78","81","82","87","92","92","92","92","92","88","80","79","85","90","88","82","",
"Palau","PLW","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","98","98","99","98","98","98","94","32","41","99","99","83","74","96","83","91","99","99","99","98","98","91","97","75","39","85","91","99","83","95","",
"Papua New Guinea","PNG","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","1","26","33","39","37","46","52","67","69","70","28","36","42","24","50","61","62","62","56","61","63","60","63","65","58","54","55","55","60","67","70","65","60","",
"Poland","POL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","92","93","93","94","94","92","92","94","95","95","95","94","95","95","96","96","97","97","97","97","97","97","98","97","97","98","99","98","98","98","98","98","98","98","97","96","",
"Pre-demographic dividend","PRE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","25.6470309959471","32.7042920853149","40.3702408617984","45.0592573682034","50.7947554433231","55.9054759312441","56.2130097770023","54.0000929408982","50.9177670587735","50.6572954289378","52.8043663789219","54.127685209145","51.9133670061626","51.7130469564119","50.5410148853417","48.9272794711632","51.7795561046579","53.0658352483796","54.3278063053496","57.3395414955502","59.9621801005927","61.5065251449098","63.7249913601656","65.6228166220562","68.1673746727394","72.6539428998171","72.3808896566379","70.0401549846126","69.8728875700146","69.7532290134742","70.0941445562231","70.9632964707256","",
"Puerto Rico","PRI","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","29","31","29","30","31","38","44","35","58","99","98","98","99","99","83","67","50","34","49","63","78","92","98","95","95","96","96","99","98","98","99","99","99","99","99","98","",
"Portugal","PRT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","54","49","46","48","48","70","75","81","84","96","85","96","99","95","91","94","99","96","96","92","87","90","93","96","95","93","97","95","97","95","96","97","97","98","98","98","",
"Paraguay","PRY","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","19","16","26","37","62","48","46","56","63","58","69","74","87","96","76","75","81","61","71","82","92","90","86","91","91","91","91","91","91","91","94","93","91","92","89","83","",
"Pacific island small states","PSS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","16.5752973072894","35.5058179329227","30.6856836823858","55.299564423212","49.6930116472546","60.7281140980915","68.3037896428792","73.9637328159188","79.011920910922","81.6413182286303","81.7819527641637","84.0660757934063","80.3493118456652","82.1003573093056","87.7742027226878","76.0457048246121","76.253714395689","83.2177532810422","83.0484291424489","80.8408258408258","81.3896126623629","78.7790516300109","76.0899957163441","81.2159611703053","83.413764669786","85.0849038823973","76.4118998647321","76.8319812906526","80.2117433852845","82.3472860272811","86.6343726596891","86.424980636595","85.5643700860752","83.8872001052098","",
"Post-demographic dividend","PST","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","67.9367473202271","69.1664038158978","69.8003043640433","74.8618078055599","78.8856115098151","80.9193405616217","77.1632601273866","83.8005070530911","86.122258653813","83.3753870152647","82.4861743803392","81.956519720301","83.4965895890995","86.8880394138288","88.2001587561132","89.51269968328","89.4970148509456","89.375944200147","90.6023085288747","90.9043201417263","91.4947460562563","91.9075657818488","92.7579516448733","92.9905525161619","92.6173795370956","92.9672467966898","92.8736188818606","92.6915424294497","91.0906352210994","91.2665617738625","91.7728110001967","92.8173924320428","92.7767660705301","92.1137620887719","91.8899123025285","",
"French Polynesia","PYF","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","26","10","22","69","62","62","62","60","73","79","79","84","86","86","86","87","90","87","89","87","91","92","99","93","99","99","99","92","96","99","99","98","97","99","99","99","",
"Romania","ROU","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","83","86","88","81","90","78","90","92","92","91","93","91","93","94","97","97","98","98","98","98","97","97","97","95","97","96","96","95","93","94","92","89","86","",
"Russian Federation","RUS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","88","81","85","88","91","94","97","97","97","98","98","98","99","99","99","99","98","98","98","98","98","98","98","",
"Rwanda","RWA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","42","48","53","53","52","79","78","79","83","83","89","82","74","25","84","76","66","72","78","74","69","69","90","84","89","95","94","92","95","95","95","97","95","97","97","",
"South Asia","SAS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","5.85275021350456","13.5108652461153","25.0066805973431","32.5753370012295","44.1866197550578","55.9830839758174","46.744213739979","52.9095282179859","59.3392312590209","65.9564232146319","69.025513238988","64.1942067280619","56.703995850035","55.0653276120294","57.7779632953744","58.1251431212234","59.5889703353226","58.8222444594544","61.7941304441603","66.0352899547461","70.4034094835835","70.7141818864093","71.4625012491572","73.2216196833544","76.5581811833156","80.4942520402163","81.5395886426631","79.9262899511705","79.9203400874677","81.4625842125236","82.8489628017474","",
"Saudi Arabia","SAU","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","8","12","53","65","71","79","77","77","81","90","88","95","88","91","93","94","92","92","93","92","94","94","97","96","97","97","95","96","97","98","98","98","98","98","98","98","",
"Sudan","SDN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","1","1","2","3","6","11","22","44","61","57","57","52","49","48","51","59","58","49","51","58","58","58","65","67","69","73","79","79","82","90","87","85","85","86","87","",
"Senegal","SEN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","71","66","60","48","51","54","57","58","59","80","70","65","62","60","48","48","54","60","57","74","80","84","77","79","81","84","83","84","80","80","",
"Singapore","SGP","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","47","57","78","88","85","75","85","94","87","81","84","92","89","87","95","97","97","98","96","97","96","95","94","93","95","96","93","95","95","95","95","95","95","95","95","95","",
"Solomon Islands","SLB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","31","58","69","92","70","76","70","64","60","68","90","68","66","99","91","83","78","82","87","87","99","95","77","77","85","90","99","93","93","92","",
"Sierra Leone","SLE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","37","50","62","73","76","71","65","60","73","80","81","83","84","83","78","76","",
"El Salvador","SLV","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","45","44","43","46","41","71","51","48","63","73","98","54","55","86","80","93","94","98","99","94","97","95","93","90","93","99","98","99","95","91","92","89","93","94","95","95","",
"San Marino","SMR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","96","97","97","98","98","99","99","74","80","85","91","98","94","94","92","73","93","68","83","87","74","57","53","",
"Somalia","SOM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","9","3","4","6","16","35","25","28","33","30","30","30","32","33","35","34","33","25","32","38","24","20","45","40","40","35","35","35","34","43","46","46","46","46","46","46","",
"Serbia","SRB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","85","81","86","90","92","88","84","89","90","92","87","89","96","88","95","92","95","95","93","87","92","86","86","",
"Sub-Saharan Africa (excluding high income)","SSA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","28.3434167972449","33.578308247279","39.9995360723985","44.4000918167921","49.2472438585164","55.8425925608157","57.3616186878424","53.9474582055875","50.685331976127","51.4049399786849","55.0248436336186","54.5604283969509","54.164353045551","53.9509235427935","52.2812766951561","49.9675743363552","52.5515764543636","52.7487612319774","54.0041910332865","56.6633607702083","58.5409585494164","60.66905179227","63.2936069384754","65.5231192375899","67.5682657587663","72.6303458592825","73.068262450224","71.3908628655645","71.4119308482867","70.7137034400971","71.9530511871607","73.396635918805","",
"South Sudan","SSD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","52","30","22","20","",
"Sub-Saharan Africa","SSF","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","28.3491142924783","33.5843418954063","40.0052592917923","44.4050319267271","49.2509635895129","55.8455839425512","57.3641286971428","53.9503738714928","50.6887707176365","51.4082404030202","55.0277845590599","54.563695550066","54.1676143549064","53.9540646514082","52.2839580623933","49.9706222973177","52.5542592705531","52.7511654763838","54.0068315472393","56.6659312606765","58.5434387033723","60.6713897616582","63.2957820993658","65.5250892916421","67.5700618748571","72.6316984014158","73.0696704711753","71.3923856187389","71.413326434633","70.7150752767955","71.9544436789554","73.3978716058726","",
"Small states","SST","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","52.1402212185932","57.1206430973552","60.3932278428286","68.4637102121452","71.4493866013634","76.1119549109149","79.3608483088885","78.5245301976304","76.121434892734","78.9557423433204","79.3150833776832","79.1581326524434","78.4289137215818","77.1709708231257","78.4370507142962","77.8346324340765","79.9393781394119","78.7114288656457","79.5141435328448","79.7663845898298","81.2352590394333","81.3785394476191","81.2069354558754","81.6248935947079","83.4153920834935","84.3580049502116","83.9147810963349","84.3999789048803","84.6162153630527","85.7633793398102","85.0868785038532","84.4861008127419","",
"Sao Tome and Principe","STP","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","25","32","40","48","35","58","69","69","45","71","77","52","57","65","74","57","60","59","64","69","75","85","87","91","88","85","86","93","90","92","91","92","91","92","93","",
"Suriname","SUR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","39","17","71","75","73","78","70","83","73","65","84","61","61","72","85","87","79","82","85","84","82","73","69","86","91","83","85","86","88","90","85","73","93","85","94","",
"Slovak Republic","SVK","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","99","99","99","99","99","98","99","99","99","99","98","98","99","99","99","98","98","99","98","97","95","",
"Slovenia","SVN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","91","93","93","82","93","98","95","94","93","94","94","94","96","96","96","95","95","96","95","94","94","94","",
"Sweden","SWE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","88","92","91","93","94","94","94","94","95","95","96","96","96","97","97","97","96","96","94","89","91","94","95","95","96","96","97","96","96","97","97","97","98","98","98","98","",
"Swaziland","SWZ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","30","38","46","50","54","74","65","85","85","85","80","85","85","94","94","82","92","92","92","92","93","93","93","93","93","93","94","94","94","94","87","77","85","86","78","",
"Sint Maarten (Dutch part)","SXM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","29","64","98","77","90","95","95","89","89","86","89","92","92","92","97","98","99","93","99","97","95","98","99","99","99","99","99","99","97","99","99","98","97","99","98","",
"Syrian Arab Republic","SYR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","13","14","22","19","23","27","64","37","52","86","87","84","84","86","86","85","85","84","87","86","84","80","84","83","82","81","81","81","81","82","82","80","61","58","54","53","",
"Turks and Caicos Islands","TCA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","10","7","12","16","17","32","32","28","25","19","24","26","22","30","20","30","28","26","25","23","16","27","39","31","27","36","46","54","64","59","54","62","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","56.8759328374411","61.4525798576608","68.6439088676814","55.4709110287183","67.5038430242404","82.9384797383794","85.5210099377844","89.8844201936358","86.2995442927482","82.5163065217349","78.703372374945","75.2889544493243","78.2196324281025","83.2477905775078","82.6755900123178","82.9378889220924","83.3968052676411","82.857250312228","83.1088017892646","82.5899166385486","83.4592364366854","85.4069644743044","85.441722984337","89.6145311656882","89.0901650202062","91.5419817895317","92.5677494799892","92.6740692038447","92.806583904305","93.5066674737844","93.9419421851681","93.0346594659875","91.0670262780555","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.4800864378507","83.7156673845489","82.2612460188907","83.4431438362857","86.1770971387453","89.5661301676715","90.4120295162434","91.4588699451638","93.2413316295981","94.4040153245506","92.4138042172409","90.948080800127","92.5936472747928","95.2860521373842","96.7101834652576","96.6818140134232","96.6584506023556","94.6664023237694","93.7763778035282","94.8062386239936","95.3437142779349","95.9331541494297","93.4786964347896","93.4140704974331","",
"Togo","TGO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","11","27","43","74","62","78","73","69","64","60","57","53","48","43","40","57","58","40","48","68","70","70","78","71","63","66","68","72","72","72","82","85","",
"Thailand","THA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","5","26","45","52","63","66","80","79","74","80","86","91","92","93","96","96","94","94","94","96","96","96","96","96","98","98","98","98","98","99","99","99","",
"Tajikistan","TJK","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","81","73","70","79","84","83","79","88","88","89","91","92","85","82","85","86","89","94","98","94","92","98","97","",
"Turkmenistan","TKM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","84","90","92","98","99","99","97","96","98","88","97","97","99","99","99","99","99","99","99","99","99","99","99","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","43.127914802524","50.3706223372735","48.4817387518254","47.0945460330211","51.3537731681372","59.5254730582951","60.6909429120695","59.6027129017159","65.4133455994605","69.1082867335927","75.6047800079553","80.246810738344","82.4112413687379","81.7990071316975","82.3535972563067","85.9787914031043","83.9971423997908","88.5258464957098","90.8611989923499","92.1807482010326","93.6125626380856","94.7813355020799","93.5268968484641","93.9870857187234","93.2589154225995","92.9150213391082","94.480770723422","93.9677268131296","95.1732477379449","94.0890877742626","93.3808844770351","94.4094633480277","95.2655383114068","91.8456081882912","93.028204579552","94.3171680323056","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","31.2904451600885","35.1335018262984","35.5969903699063","33.256174522376","38.0892038293289","59.2425334720511","62.4535536379775","64.8711632246641","77.7912287306118","79.8617323022353","82.6828332632113","81.5525332565761","83.6305304988418","83.7863051901003","83.2556830155588","84.320355156964","86.7062341698029","86.1256834417406","90.3796874788845","90.2831334428835","90.1800665237327","89.1808562011255","87.9862229700638","87.5623357013948","87.6067667926616","87.6412473960925","87.5534835331679","87.7049972080715","87.6855728810896","89.6190847569207","89.8005734144701","89.7397487842507","86.6959705538245","87.2796981286888","85.4387067946557","84.9958056153466","",
"Timor-Leste","TLS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","55","55","48","61","63","73","70","66","62","73","70","74","70","",
"Tonga","TON","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","9","44","67","43","81","37","88","81","84","86","90","87","87","86","94","95","97","94","93","88","83","78","85","84","81","78","77","74","70","68","66","62","67","67","67","",
"South Asia (IDA & IBRD)","TSA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","5.85275021350456","13.5108652461153","25.0066805973431","32.5753370012295","44.1866197550578","55.9830839758174","46.744213739979","52.9095282179859","59.3392312590209","65.9564232146319","69.025513238988","64.1942067280619","56.703995850035","55.0653276120294","57.7779632953744","58.1251431212234","59.5889703353226","58.8222444594544","61.7941304441603","66.0352899547461","70.4034094835835","70.7141818864093","71.4625012491572","73.2216196833544","76.5581811833156","80.4942520402163","81.5395886426631","79.9262899511705","79.9203400874677","81.4625842125236","82.8489628017474","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","28.3491142924783","33.5843418954063","40.0052592917923","44.4050319267271","49.2509635895129","55.8455839425512","57.3641286971428","53.9503738714928","50.6887707176365","51.4082404030202","55.0277845590599","54.563695550066","54.1676143549064","53.9540646514082","52.2839580623933","49.9706222973177","52.5542592705531","52.7511654763838","54.0068315472393","56.6659312606765","58.5434387033723","60.6713897616582","63.2957820993658","65.5250892916421","67.5700618748571","72.6316984014158","73.0696704711753","71.3923856187389","71.413326434633","70.7150752767955","71.9544436789554","73.3978716058726","",
"Trinidad and Tobago","TTO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","10","32","42","68","72","59","70","93","83","87","86","84","88","88","90","88","90","91","87","88","95","93","89","91","91","94","92","92","85","91","96","89","",
"Tunisia","TUN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","43","42","55","65","67","81","87","93","93","94","94","92","91","91","92","92","94","90","95","92","94","90","95","96","98","98","98","98","97","96","96","94","98","98","",
"Turkey","TUR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","27","52","64","63","62","61","64","67","82","71","78","73","78","72","76","65","72","79","81","82","87","91","83","75","81","91","98","96","97","97","97","98","96","98","94","94","",
"Tuvalu","TUV","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","65","71","92","65","65","90","79","95","63","66","64","79","94","94","99","96","94","81","99","99","95","97","62","84","95","93","90","85","98","98","96","94","94","",
"Tanzania","TZA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","46","51","50","60","55","66","97","78","83","79","80","79","81","77","79","78","78","73","72","72","78","86","89","97","94","91","93","90","88","91","92","93","97","99","99","99","",
"Uganda","UGA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","22","21","20","18","17","27","38","49","51","52","54","56","57","59","57","55","54","50","55","57","59","62","64","66","68","75","75","70","77","73","75","82","82","82","82","",
"Ukraine","UKR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","94","96","97","92","97","96","99","99","99","99","99","99","96","98","97","94","75","56","67","79","79","56","56","",
